DETAILSID,ORDERNUMBER,QUANTITYORDERED,PRODUCTCODE,PRICEEACH,SALES,DEALSIZEID
1201,10185,39,S18_4027,130.69,5096.91,
1202,10196,27,S18_4027,168.04,4537.08,
1203,10207,40,S18_4027,153.67,6146.8,
1204,10220,50,S18_4027,165.16,8258.0,
1205,10230,42,S18_4027,172.34,7238.28,
1206,10247,48,S18_4027,140.75,6756.0,
1207,10272,25,S18_4027,149.36,3734.0,
1208,10282,31,S18_4027,150.8,4674.8,
1209,10292,44,S18_4027,162.29,7140.76,
1210,10306,23,S18_4027,156.55,3600.65,
1211,10314,29,S18_4027,145.06,4206.74,
1212,10324,49,S18_4027,109.79,5379.71,
1213,10337,36,S18_4027,157.76,5679.36,
1214,10349,34,S18_4027,129.26,4394.84,
1215,10358,25,S18_4027,101.13,2528.25,
1216,10372,48,S18_4027,146.49,7031.52,
1217,10383,38,S18_4027,140.55,5340.9,
1218,10394,37,S18_4027,172.34,6376.58,
1219,10413,49,S18_4027,140.75,6896.75,
1220,10100,22,S18_4409,86.51,1903.22,
1221,10110,28,S18_4409,89.27,2499.56,
1222,10124,36,S18_4409,85.59,3081.24,
1223,10148,34,S18_4409,105.83,3598.22,
1224,10173,21,S18_4409,75.46,1584.66,
1225,10182,36,S18_4409,109.52,3942.72,
1226,10193,24,S18_4409,97.55,2341.2,
1227,10204,29,S18_4409,85.59,2482.11,
1228,10213,38,S18_4409,94.79,3602.02,
1229,10227,34,S18_4409,104.91,3566.94,
1230,10241,42,S18_4409,90.19,3787.98,
1231,10280,35,S18_4409,105.83,3704.05,
1232,10288,35,S18_4409,80.99,2834.65,
1233,10302,38,S18_4409,89.27,3392.26,
1234,10311,41,S18_4409,81.91,3358.31,
1235,10332,50,S18_4409,146.2,7310.0,
1236,10344,21,S18_4409,104.91,2203.11,
1237,10367,43,S18_4409,62.72,2696.96,
1238,10380,32,S18_4409,105.52,3376.64,
1239,10407,6,S18_4409,90.19,541.14,
1240,10420,66,S18_4409,92.95,6134.7,
1241,10105,41,S18_4522,82.5,3382.5,
1242,10117,23,S18_4522,97.42,2240.66,
1243,10128,43,S18_4522,92.16,3962.88,
1244,10142,24,S18_4522,70.22,1685.28,
1245,10153,22,S18_4522,83.38,1834.36,
1246,10166,26,S18_4522,73.73,1916.98,
1247,10177,35,S18_4522,74.6,2611.0,
1248,10185,47,S18_4522,77.24,3630.28,
1249,10197,50,S18_4522,101.81,5090.5,
1250,10208,45,S18_4522,87.77,3949.65,
1251,10221,39,S18_4522,89.53,3491.67,
1252,10232,23,S18_4522,89.53,2059.19,
1253,10248,42,S18_4522,75.48,3170.16,
1254,10261,20,S18_4522,89.53,1790.6,
1255,10273,33,S18_4522,71.09,2345.97,
1256,10283,34,S18_4522,105.32,3580.88,
1257,10293,49,S18_4522,100.94,4946.06,
1258,10306,39,S18_4522,90.4,3525.6,
1259,10315,36,S18_4522,100.06,3602.16,
1260,10326,50,S18_4522,86.01,4300.5,
1261,10337,29,S18_4522,155.11,4498.19,
1262,10350,30,S18_4522,100.77,3023.1,
1263,10372,41,S18_4522,86.89,3562.49,
1264,10383,28,S18_4522,58.58,1640.24,
1265,10396,45,S18_4522,105.32,4739.4,
1266,10414,16,S18_4522,75.48,1207.68,
1267,10103,36,S18_4600,117.45,4228.2,
1268,10114,41,S18_4600,117.45,4815.45,
1269,10126,50,S18_4600,141.66,7083.0,
1270,10140,40,S18_4600,115.03,4601.2,
1271,10150,49,S18_4600,131.98,6467.02,
1272,10164,45,S18_4600,111.39,5012.55,
1273,10175,47,S18_4600,108.97,5121.59,
1274,10183,21,S18_4600,116.24,2441.04,
1275,10194,32,S18_4600,133.19,4262.08,
1276,10207,47,S18_4600,141.66,6658.02,
1277,10217,38,S18_4600,118.66,4509.08,
1278,10229,41,S18_4600,115.03,4716.23,
1279,10245,21,S18_4600,113.82,2390.22,
1280,10259,41,S18_4600,113.82,4666.62,
1281,10270,38,S18_4600,141.66,5383.08,
1282,10281,25,S18_4600,99.29,2482.25,
1283,10291,48,S18_4600,110.18,5288.64,
1284,10305,22,S18_4600,99.29,2184.38,
1285,10313,28,S18_4600,102.92,2881.76,
1286,10323,47,S18_4600,131.98,6203.06,
1287,10334,49,S18_4600,138.03,6763.47,
1288,10347,45,S18_4600,130.77,5884.65,
1289,10357,28,S18_4600,127.13,3559.64,
1290,10370,29,S18_4600,57.53,1668.37,
1291,10382,39,S18_4600,125.4,4890.6,
1292,10411,46,S18_4600,113.82,5235.72,
1293,10425,38,S18_4600,113.82,4325.16,
1294,10103,41,S18_4668,47.29,1938.89,
1295,10113,50,S18_4668,49.81,2490.5,
1296,10126,43,S18_4668,53.83,2314.69,
1297,10140,29,S18_4668,43.27,1254.83,
1298,10150,30,S18_4668,42.76,1282.8,
1299,10164,25,S18_4668,53.83,1345.75,
1300,10174,49,S18_4668,44.78,2194.22,
1301,10183,40,S18_4668,49.3,1972.0,
1302,10194,41,S18_4668,44.78,1835.98,
1303,10206,21,S18_4668,53.33,1119.93,
1304,10215,46,S18_4668,45.28,2082.88,
1305,10229,39,S18_4668,40.25,1569.75,
1306,10245,45,S18_4668,59.87,2694.15,
1307,10258,21,S18_4668,59.87,1257.27,
1308,10270,44,S18_4668,58.36,2567.84,
1309,10281,44,S18_4668,59.87,2634.28,
1310,10291,29,S18_4668,51.82,1502.78,
1311,10304,34,S18_4668,49.3,1676.2,
1312,10312,39,S18_4668,56.85,2217.15,
1313,10324,38,S18_4668,179.79,6832.02,
1314,10348,29,S18_4668,245.2,7110.8,
1315,10358,30,S18_4668,176.76,5302.8,
1316,10370,20,S18_4668,136.5,2730.0,
1317,10382,39,S18_4668,200.7,7827.3,
1318,10411,35,S18_4668,59.87,2095.45,
1319,10424,26,S18_4668,59.87,1556.62,
1320,10108,44,S18_4721,126.48,5565.12,
1321,10122,28,S18_4721,127.97,3583.16,
1322,10135,31,S18_4721,151.78,4705.18,
1323,10146,29,S18_4721,153.26,4444.54,
1324,10169,33,S18_4721,148.8,4910.4,
1325,10180,44,S18_4721,126.48,5565.12,
1326,10191,32,S18_4721,132.43,4237.76,
1327,10211,41,S18_4721,138.38,5673.58,
1328,10225,35,S18_4721,150.29,5260.15,
1329,10238,44,S18_4721,144.34,6350.96,
1330,10252,26,S18_4721,136.9,3559.4,
1331,10264,20,S18_4721,120.53,2410.6,
1332,10276,48,S18_4721,119.04,5713.92,
1333,10287,34,S18_4721,126.48,4300.32,
1334,10299,49,S18_4721,162.19,7947.31,
1335,10310,40,S18_4721,133.92,5356.8,
1336,10319,45,S18_4721,175.58,7901.1,
1337,10330,50,S18_4721,122.02,6101.0,
1338,10342,38,S18_4721,165.17,6276.46,
1339,10355,25,S18_4721,168.14,4203.5,
1340,10363,28,S18_4721,58.18,1629.04,
1341,10378,49,S18_4721,67.14,3289.86,
1342,10390,49,S18_4721,140.06,6862.94,
1343,10110,42,S18_4933,61.29,2574.18,
1344,10124,23,S18_4933,57.73,1327.79,
1345,10148,29,S18_4933,81.25,2356.25,
1346,10161,25,S18_4933,80.54,2013.5,
1347,10173,39,S18_4933,71.98,2807.22,
1348,10182,44,S18_4933,69.84,3072.96,
1349,10193,25,S18_4933,76.26,1906.5,
1350,10204,45,S18_4933,76.26,3431.7,
1351,10213,25,S18_4933,83.39,2084.75,
1352,10227,37,S18_4933,57.73,2136.01,
1353,10241,30,S18_4933,66.99,2009.7,
1354,10267,36,S18_4933,75.55,2719.8,
1355,10279,26,S18_4933,60.58,1575.08,
1356,10288,23,S18_4933,73.41,1688.43,
1357,10302,23,S18_4933,72.7,1672.1,
1358,10311,25,S18_4933,66.99,1674.75,
1359,10332,21,S18_4933,165.38,3472.98,
1360,10344,26,S18_4933,63.43,1649.18,
1361,10367,44,S18_4933,85.25,3751.0,
1362,10380,24,S18_4933,189.0,4536.0,
1363,10407,66,S18_4933,66.99,4421.34,
1364,10420,36,S18_4933,57.73,2078.28,
1365,10110,36,S24_1046,85.25,3069.0,
1366,10124,22,S24_1046,77.9,1713.8,
1367,10148,25,S24_1046,60.26,1506.5,
1368,10161,37,S24_1046,72.76,2692.12,
1369,10172,32,S24_1046,75.69,2422.08,
1370,10182,47,S24_1046,74.22,3488.34,
1371,10192,37,S24_1046,69.82,2583.34,
1372,10204,20,S24_1046,62.47,1249.4,
1373,10212,41,S24_1046,82.31,3374.71,
1374,10226,21,S24_1046,60.26,1265.46,
1375,10241,22,S24_1046,76.43,1681.46,
1376,10267,40,S24_1046,80.1,3204.0,
1377,10279,32,S24_1046,74.96,2398.72,
1378,10288,36,S24_1046,66.14,2381.04,
1379,10301,27,S24_1046,72.02,1944.54,
1380,10311,26,S24_1046,87.45,2273.7,
1381,10321,30,S24_1046,70.55,2116.5,
1382,10332,23,S24_1046,56.84,1307.32,
1383,10344,29,S24_1046,59.53,1726.37,
1384,10367,21,S24_1046,60.37,1267.77,
1385,10380,34,S24_1046,101.23,3441.82,
1386,10407,26,S24_1046,76.43,1987.18,
1387,10420,60,S24_1046,64.67,3880.2,
1388,10104,35,S24_1444,55.49,1942.15,
1389,10115,47,S24_1444,69.36,3259.92,
1390,10127,20,S24_1444,60.69,1213.8,
1391,10141,20,S24_1444,54.33,1086.6,
1392,10152,25,S24_1444,65.31,1632.75,
1393,10165,25,S24_1444,69.36,1734.0,
1394,10176,27,S24_1444,68.78,1857.06,
1395,10184,31,S24_1444,60.11,1863.41,
1396,10195,44,S24_1444,66.47,2924.68,
1397,10207,49,S24_1444,46.82,2294.18,
1398,10220,26,S24_1444,56.07,1457.82,
1399,10230,36,S24_1444,54.33,1955.88,
1400,10246,44,S24_1444,52.6,2314.4,
1401,10259,28,S24_1444,46.82,1310.96,
1402,10271,45,S24_1444,64.74,2913.3,
1403,10282,29,S24_1444,46.82,1357.78,
1404,10292,40,S24_1444,53.75,2150.0,
1405,10305,45,S24_1444,61.85,2783.25,
1406,10314,44,S24_1444,53.18,2339.92,
1407,10324,25,S24_1444,69.16,1729.0,
1408,10336,45,S24_1444,132.72,5972.4,
1409,10349,48,S24_1444,47.4,2275.2,
1410,10358,44,S24_1444,60.76,2673.44,
1411,10371,25,S24_1444,97.27,2431.75,
1412,10383,22,S24_1444,91.76,2018.72,
1413,10394,31,S24_1444,50.29,1558.99,
1414,10412,21,S24_1444,52.6,1104.6,
1415,10425,55,S24_1444,46.82,2575.1,
1416,10107,25,S24_1578,113.83,2845.75,
1417,10120,35,S24_1578,98.05,3431.75,
1418,10134,35,S24_1578,93.54,3273.9,
1419,10145,43,S24_1578,95.8,4119.4,
1420,10168,50,S24_1578,114.95,5747.5,
1421,10180,48,S24_1578,111.57,5355.36,
1422,10188,25,S24_1578,101.43,2535.75,
1423,10211,25,S24_1578,90.16,2254.0,
1424,10223,32,S24_1578,91.29,2921.28,
1425,10237,20,S24_1578,114.95,2299.0,
1426,10251,26,S24_1578,101.43,2637.18,
1427,10263,42,S24_1578,102.56,4307.52,
1428,10275,21,S24_1578,102.56,2153.76,
1429,10285,34,S24_1578,109.32,3716.88,
1430,10299,47,S24_1578,116.08,5455.76,
1431,10309,21,S24_1578,126.22,2650.62,
1432,10318,48,S24_1578,134.11,6437.28,
1433,10329,30,S24_1578,87.78,2633.4,
1434,10339,27,S24_1578,84.39,2278.53,
1435,10362,50,S24_1578,96.92,4846.0,
1436,10374,38,S24_1578,110.45,4197.1,
1437,10389,45,S24_1578,102.17,4597.65,
1438,10403,46,S24_1578,114.95,5287.7,
1439,10417,35,S24_1578,101.43,3550.05,
1440,10110,29,S24_1628,59.37,1721.73,
1441,10123,50,S24_1628,59.87,2993.5,
1442,10137,26,S24_1628,49.81,1295.06,
1443,10148,47,S24_1628,56.85,2671.95,
1444,10161,23,S24_1628,53.33,1226.59,
1445,10172,34,S24_1628,42.76,1453.84,
1446,10181,34,S24_1628,53.83,1830.22,
1447,10192,47,S24_1628,53.83,2530.01,
1448,10204,45,S24_1628,49.81,2241.45,
1449,10212,45,S24_1628,53.33,2399.85,
1450,10226,36,S24_1628,43.27,1557.72,
1451,10241,21,S24_1628,40.25,845.25,
1452,10266,28,S24_1628,48.3,1352.4,
1453,10278,35,S24_1628,45.28,1584.8,
1454,10288,50,S24_1628,52.32,2616.0,
1455,10301,22,S24_1628,51.32,1129.04,
1456,10311,45,S24_1628,49.3,2218.5,
1457,10321,48,S24_1628,42.26,2028.48,
1458,10332,20,S24_1628,87.96,1759.2,
1459,10343,27,S24_1628,36.21,977.67,
1460,10367,38,S24_1628,38.5,1463.0,
1461,10379,32,S24_1628,124.08,3970.56,
1462,10407,64,S24_1628,40.25,2576.0,
1463,10420,37,S24_1628,60.37,2233.69,
1464,10106,28,S24_1785,88.63,2481.64,
1465,10120,39,S24_1785,119.27,4651.53,
1466,10133,41,S24_1785,94.1,3858.1,
1467,10145,40,S24_1785,87.54,3501.6,
1468,10168,49,S24_1785,131.3,6433.7,
1469,10210,27,S24_1785,98.48,2658.96,
1470,10223,34,S24_1785,106.14,3608.76,
1471,10235,23,S24_1785,96.29,2214.67,
1472,10250,31,S24_1785,88.63,2747.53,
1473,10262,34,S24_1785,97.38,3310.92,
1474,10275,25,S24_1785,95.2,2380.0,
1475,10284,22,S24_1785,105.04,2310.88,
1476,10297,32,S24_1785,126.93,4061.76,
1477,10308,31,S24_1785,112.7,3493.7,
1478,10316,25,S24_1785,114.89,2872.25,
1479,10328,47,S24_1785,87.54,4114.38,
1480,10339,21,S24_1785,50.65,1063.65,
1481,10353,28,S24_1785,71.73,2008.44,
1482,10374,46,S24_1785,94.1,4328.6,
1483,10386,33,S24_1785,41.71,1376.43,
1484,10398,43,S24_1785,129.12,5552.16,
1485,10401,38,S24_1785,96.29,3659.02,
1486,10416,47,S24_1785,88.63,4165.61,
1487,10101,45,S24_1937,31.2,1404.0,
1488,10110,20,S24_1937,35.51,710.2,
1489,10124,45,S24_1937,37.84,1702.8,
1490,10149,36,S24_1937,33.19,1194.84,
1491,10173,31,S24_1937,31.53,977.43,
1492,10182,39,S24_1937,36.84,1436.76,
1493,10193,26,S24_1937,29.21,759.46,
1494,10205,32,S24_1937,37.17,1189.44,
1495,10214,20,S24_1937,34.19,683.8,
1496,10227,42,S24_1937,29.21,1226.82,
1497,10243,33,S24_1937,29.54,974.82,
1498,10280,20,S24_1937,28.88,577.6,
1499,10288,29,S24_1937,38.17,1106.93,
1500,10304,23,S24_1937,30.2,694.6,
1501,10312,39,S24_1937,29.54,1152.06,
1502,10322,20,S24_1937,131.2,2624.0,
1503,10332,45,S24_1937,81.91,3685.95,
1504,10344,20,S24_1937,35.18,703.6,
1505,10356,48,S24_1937,202.5,9720.0,
1506,10367,23,S24_1937,36.29,834.67,
1507,10380,32,S24_1937,70.56,2257.92,
1508,10391,33,S24_1937,252.87,8344.71,
1509,10409,61,S24_1937,29.54,1801.94,
1510,10420,45,S24_1937,26.88,1209.6,
1511,10107,38,S24_2000,83.03,3155.14,
1512,10120,34,S24_2000,83.79,2848.86,
1513,10134,43,S24_2000,83.03,3570.29,
1514,10145,47,S24_2000,83.03,3902.41,
1515,10158,22,S24_2000,67.03,1474.66,
1516,10168,29,S24_2000,75.41,2186.89,
1517,10180,28,S24_2000,68.55,1919.4,
1518,10188,40,S24_2000,91.4,3656.0,
1519,10210,30,S24_2000,61.7,1851.0,
1520,10223,38,S24_2000,69.31,2633.78,
1521,10236,36,S24_2000,87.6,3153.6,
1522,10250,32,S24_2000,87.6,2803.2,
1523,10263,37,S24_2000,62.46,2311.02,
1524,10275,30,S24_2000,79.98,2399.4,
1525,10285,39,S24_2000,70.08,2733.12,
1526,10297,32,S24_2000,65.51,2096.32,
1527,10308,47,S24_2000,63.22,2971.34,
1528,10318,26,S24_2000,86.83,2257.58,
1529,10329,37,S24_2000,94.43,3493.91,
1530,10340,55,S24_2000,79.98,4398.9,
1531,10363,21,S24_2000,171.22,3595.62,
1532,10375,23,S24_2000,106.23,2443.29,
1533,10389,49,S24_2000,81.4,3988.6,
1534,10402,59,S24_2000,87.6,5168.4,
1535,10416,32,S24_2000,87.6,2803.2,
1536,10105,43,S24_2011,147.47,6341.21,
1537,10117,41,S24_2011,126.58,5189.78,
1538,10129,45,S24_2011,133.95,6027.75,
1539,10142,33,S24_2011,102.0,3366.0,
1540,10153,40,S24_2011,136.41,5456.4,
1541,10167,33,S24_2011,115.52,3812.16,
1542,10177,50,S24_2011,121.66,6083.0,
1543,10185,30,S24_2011,105.69,3170.7,
1544,10197,41,S24_2011,110.6,4534.6,
1545,10208,35,S24_2011,122.89,4301.15,
1546,10221,49,S24_2011,138.87,6804.63,
1547,10232,46,S24_2011,122.89,5652.94,
1548,10248,48,S24_2011,145.01,6960.48,
1549,10261,36,S24_2011,125.35,4512.6,
1550,10273,22,S24_2011,126.58,2784.76,
1551,10283,42,S24_2011,126.58,5316.36,
1552,10293,21,S24_2011,140.09,2941.89,
1553,10306,29,S24_2011,110.6,3207.4,
1554,10315,35,S24_2011,120.43,4215.05,
1555,10326,41,S24_2011,105.69,4333.29,
1556,10337,29,S24_2011,71.97,2087.13,
1557,10350,34,S24_2011,50.33,1711.22,
1558,10372,37,S24_2011,105.69,3910.53,
1559,10396,49,S24_2011,116.75,5720.75,
1560,10414,23,S24_2011,145.01,3335.23,
1561,10101,46,S24_2022,53.76,2472.96,
1562,10110,39,S24_2022,44.35,1729.65,
1563,10124,22,S24_2022,45.25,995.5,
1564,10149,49,S24_2022,49.28,2414.72,
1565,10173,27,S24_2022,41.22,1112.94,
1566,10182,31,S24_2022,36.74,1138.94,
1567,10193,20,S24_2022,50.62,1012.4,
1568,10205,24,S24_2022,38.08,913.92,
1569,10214,49,S24_2022,47.94,2349.06,
1570,10227,24,S24_2022,48.38,1161.12,
1571,10244,39,S24_2022,45.25,1764.75,
1572,10255,37,S24_2022,45.7,1690.9,
1573,10280,45,S24_2022,47.49,2137.05,
1574,10289,45,S24_2022,48.38,2177.1,
1575,10304,44,S24_2022,39.42,1734.48,
1576,10312,23,S24_2022,37.63,865.49,
1577,10322,30,S24_2022,116.67,3500.1,
1578,10332,26,S24_2022,85.52,2223.52,
1579,10345,43,S24_2022,53.76,2311.68,
1580,10356,26,S24_2022,31.86,828.36,
1581,10367,28,S24_2022,30.59,856.52,
1582,10380,27,S24_2022,68.35,1845.45,
1583,10391,24,S24_2022,168.42,4042.08,
1584,10421,40,S24_2022,45.7,1828.0,
1585,10103,36,S24_2300,102.23,3680.28,
1586,10114,21,S24_2300,139.29,2925.09,
1587,10126,27,S24_2300,126.51,3415.77,
1588,10140,47,S24_2300,108.62,5105.14,
1589,10151,42,S24_2300,121.4,5098.8,
1590,10165,32,S24_2300,145.68,4661.76,
1591,10175,28,S24_2300,106.07,2969.96,
1592,10184,24,S24_2300,145.68,3496.32,
1593,10194,49,S24_2300,117.57,5760.93,
1594,10207,46,S24_2300,148.24,6819.04,
1595,10217,28,S24_2300,112.46,3148.88,
1596,10229,48,S24_2300,118.84,5704.32,
1597,10246,29,S24_2300,121.4,3520.6,
1598,10259,47,S24_2300,112.46,5285.62,
1599,10271,43,S24_2300,130.35,5605.05,
1600,10281,25,S24_2300,111.18,2779.5,
1601,10291,48,S24_2300,112.46,5398.08,
1602,10305,24,S24_2300,132.9,3189.6,
1603,10313,42,S24_2300,132.9,5581.8,
1604,10324,31,S24_2300,123.24,3820.44,
1605,10334,42,S24_2300,131.62,5528.04,
1606,10348,37,S24_2300,161.66,5981.42,
1607,10358,41,S24_2300,138.65,5684.65,
1608,10371,20,S24_2300,172.47,3449.4,
1609,10382,20,S24_2300,132.72,2654.4,
1610,10412,70,S24_2300,121.4,8498.0,
1611,10425,49,S24_2300,112.46,5510.54,
1612,10108,35,S24_2360,58.87,2060.45,
1613,10121,32,S24_2360,76.88,2460.16,
1614,10135,29,S24_2360,61.64,1787.56,
1615,10145,27,S24_2360,60.95,1645.65,
1616,10169,38,S24_2360,74.11,2816.18,
1617,10180,35,S24_2360,72.03,2521.05,
1618,10190,42,S24_2360,76.19,3199.98,
1619,10211,21,S24_2360,63.72,1338.12,
1620,10224,37,S24_2360,80.34,2972.58,
1621,10237,26,S24_2360,79.65,2070.9,
1622,10252,47,S24_2360,65.8,3092.6,
1623,10264,37,S24_2360,65.1,2408.7,
1624,10276,46,S24_2360,75.49,3472.54,
1625,10285,38,S24_2360,59.56,2263.28,
1626,10299,33,S24_2360,66.49,2194.17,
1627,10309,24,S24_2360,56.1,1346.4,
1628,10319,31,S24_2360,81.73,2533.63,
1629,10330,42,S24_2360,81.03,3403.26,
1630,10341,32,S24_2360,103.35,3307.2,
1631,10355,41,S24_2360,70.65,2896.65,
1632,10363,43,S24_2360,61.23,2632.89,
1633,10375,20,S24_2360,102.3,2046.0,
1634,10390,35,S24_2360,65.13,2279.55,
1635,10403,27,S24_2360,79.65,2150.55,
1636,10110,43,S24_2766,78.15,3360.45,
1637,10124,32,S24_2766,72.7,2326.4,
1638,10148,21,S24_2766,73.6,1545.6,
1639,10161,20,S24_2766,107.23,2144.6,
1640,10172,22,S24_2766,74.51,1639.22,
1641,10182,36,S24_2766,73.6,2649.6,
1642,10192,46,S24_2766,83.6,3845.6,
1643,10204,47,S24_2766,96.32,4527.04,
1644,10212,45,S24_2766,88.14,3966.3,
1645,10227,47,S24_2766,88.14,4142.58,
1646,10241,47,S24_2766,94.5,4441.5,
1647,10267,38,S24_2766,87.24,3315.12,
1648,10279,49,S24_2766,79.97,3918.53,
1649,10288,35,S24_2766,80.87,2830.45,
1650,10302,49,S24_2766,108.14,5298.86,
1651,10311,28,S24_2766,93.6,2620.8,
1652,10321,30,S24_2766,72.7,2181.0,
1653,10332,39,S24_2766,86.72,3382.08,
1654,10346,25,S24_2766,115.07,2876.75,
1655,10368,40,S24_2766,102.68,4107.2,
1656,10380,36,S24_2766,37.5,1350.0,
1657,10407,76,S24_2766,94.5,7182.0,
1658,10420,39,S24_2766,100.87,3933.93,
1659,10104,44,S24_2840,39.6,1742.4,
1660,10114,24,S24_2840,30.06,721.44,
1661,10127,39,S24_2840,38.19,1489.41,
1662,10141,21,S24_2840,42.43,891.03,
1663,10151,30,S24_2840,40.31,1209.3,
1664,10165,27,S24_2840,31.82,859.14,
1665,10175,37,S24_2840,31.12,1151.44,
1666,10184,42,S24_2840,31.82,1336.44,
1667,10195,32,S24_2840,28.29,905.28,
1668,10207,42,S24_2840,29.7,1247.4,
1669,10219,21,S24_2840,40.31,846.51,
1670,10229,33,S24_2840,32.88,1085.04,
1671,10246,49,S24_2840,36.07,1767.43,
1672,10259,31,S24_2840,33.24,1030.44,
1673,10271,38,S24_2840,41.72,1585.36,
1674,10281,20,S24_2840,40.66,813.2,
1675,10292,39,S24_2840,30.06,1172.34,
1676,10305,48,S24_2840,31.47,1510.56,
1677,10314,39,S24_2840,37.13,1448.07,
1678,10324,30,S24_2840,111.27,3338.1,
1679,10335,33,S24_2840,37.13,1225.29,
1680,10349,36,S24_2840,37.13,1336.68,
1681,10358,36,S24_2840,82.94,2985.84,
1682,10371,45,S24_2840,123.24,5545.8,
1683,10383,40,S24_2840,152.24,6089.6,
1684,10394,46,S24_2840,38.9,1789.4,
1685,10412,30,S24_2840,36.07,1082.1,
1686,10425,31,S24_2840,33.24,1030.44,
1687,10106,49,S24_2841,74.68,3659.32,
1688,10119,41,S24_2841,59.6,2443.6,
1689,10131,35,S24_2841,67.14,2349.9,
1690,10143,27,S24_2841,60.97,1646.19,
1691,10155,23,S24_2841,72.62,1670.26,
1692,10167,21,S24_2841,69.88,1467.48,
1693,10178,34,S24_2841,80.84,2748.56,
1694,10186,22,S24_2841,69.2,1522.4,
1695,10198,48,S24_2841,67.82,3255.36,
1696,10222,32,S24_2841,81.53,2608.96,
1697,10249,20,S24_2841,67.82,1356.4,
1698,10262,24,S24_2841,67.14,1611.36,
1699,10274,40,S24_2841,65.08,2603.2,
1700,10284,30,S24_2841,73.99,2219.7,
1701,10296,21,S24_2841,71.25,1496.25,
1702,10307,25,S24_2841,75.36,1884.0,
1703,10316,34,S24_2841,63.71,2166.14,
1704,10328,48,S24_2841,58.92,2828.16,
1705,10339,55,S24_2841,112.99,6214.45,
1706,10351,25,S24_2841,74.68,1867.0,
1707,10373,38,S24_2841,70.44,2676.72,
1708,10386,39,S24_2841,55.96,2182.44,
1709,10398,28,S24_2841,57.55,1611.4,
1710,10400,24,S24_2841,61.66,1479.84,
1711,10415,21,S24_2841,67.82,1424.22,
1712,10110,46,S24_2887,129.18,5942.28,
1713,10124,25,S24_2887,93.95,2348.75,
1714,10148,34,S24_2887,129.18,4392.12,
1715,10161,25,S24_2887,110.39,2759.75,
1716,10173,23,S24_2887,118.61,2728.03,
1717,10182,20,S24_2887,119.79,2395.8,
1718,10192,23,S24_2887,132.71,3052.33,
1719,10204,42,S24_2887,101.0,4242.0,
1720,10213,27,S24_2887,103.35,2790.45,
1721,10227,33,S24_2887,131.53,4340.49,
1722,10241,28,S24_2887,98.65,2762.2,
1723,10267,43,S24_2887,108.04,4645.72,
1724,10279,48,S24_2887,116.27,5580.96,
1725,10288,48,S24_2887,136.23,6539.04,
1726,10302,45,S24_2887,123.31,5548.95,
1727,10311,43,S24_2887,106.87,4595.41,
1728,10332,44,S24_2887,42.26,1859.44,
1729,10346,24,S24_2887,87.24,2093.76,
1730,10368,31,S24_2887,136.23,4223.13,
1731,10380,44,S24_2887,36.29,1596.76,
1732,10407,59,S24_2887,98.65,5820.35,
1733,10420,55,S24_2887,96.3,5296.5,
1734,10109,29,S24_2972,32.1,930.9,
1735,10122,39,S24_2972,30.96,1207.44,
1736,10135,20,S24_2972,35.87,717.4,
1737,10147,25,S24_2972,42.67,1066.75,
1738,10171,36,S24_2972,35.49,1277.64,
1739,10181,37,S24_2972,42.67,1578.79,
1740,10192,30,S24_2972,30.59,917.7,
1741,10203,21,S24_2972,37.0,777.0,
1742,10212,34,S24_2972,43.42,1476.28,
1743,10225,42,S24_2972,36.63,1538.46,
1744,10239,20,S24_2972,44.56,891.2,
1745,10253,40,S24_2972,42.67,1706.8,
1746,10266,34,S24_2972,40.4,1373.6,
1747,10278,31,S24_2972,38.89,1205.59,
1748,10287,36,S24_2972,39.65,1427.4,
1749,10301,48,S24_2972,34.36,1649.28,
1750,10310,33,S24_2972,41.91,1383.03,
1751,10321,37,S24_2972,33.23,1229.51,
1752,10331,27,S24_2972,42.24,1140.48,
1753,10342,39,S24_2972,40.4,1575.6,
1754,10355,36,S24_2972,38.52,1386.72,
1755,10367,36,S24_2972,139.4,5018.4,
1756,10378,41,S24_2972,142.85,5856.85,
1757,10390,37,S24_2972,132.29,4894.73,
1758,10405,47,S24_2972,44.56,2094.32,
1759,10419,15,S24_2972,42.67,640.05,
1760,10105,44,S24_3151,72.58,3193.52,
1761,10119,35,S24_3151,87.62,3066.7,
1762,10129,41,S24_3151,94.71,3883.11,
1763,10142,49,S24_3151,98.25,4814.25,
1764,10154,31,S24_3151,91.17,2826.27,
1765,10167,20,S24_3151,79.66,1593.2,
1766,10177,45,S24_3151,72.58,3266.1,
1767,10185,33,S24_3151,74.35,2453.55,
1768,10197,47,S24_3151,83.2,3910.4,
1769,10208,20,S24_3151,89.4,1788.0,
1770,10222,47,S24_3151,70.81,3328.07,
1771,10233,40,S24_3151,94.71,3788.4,
1772,10248,30,S24_3151,101.79,3053.7,
1773,10261,22,S24_3151,91.17,2005.74,
1774,10273,27,S24_3151,103.56,2796.12,
1775,10283,34,S24_3151,92.94,3159.96,
1776,10295,46,S24_3151,84.97,3908.62,
1777,10306,31,S24_3151,84.08,2606.48,
1778,10315,24,S24_3151,86.74,2081.76,
1779,10326,41,S24_3151,85.85,3519.85,
1780,10339,55,S24_3151,195.6,10758.0,
1781,10350,30,S24_3151,100.7,3021.0,
1782,10373,33,S24_3151,57.32,1891.56,
