ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,orderdetailid,dealsizeid,productid,SALES
10225,S18_3232,43,149.02,2,992,2,40,6407.86
10229,S18_3232,22,189.66,5,993,2,40,4172.52
10239,S18_3232,47,150.71,1,994,1,40,7083.37
10246,S18_3232,36,198.13,9,995,2,40,7132.68
10253,S18_3232,40,169.34,6,996,2,40,6773.6
10259,S18_3232,27,135.47,8,997,2,40,3657.69
10266,S18_3232,29,165.95,7,998,3,40,4812.55
10271,S18_3232,20,196.43,9,999,2,40,3928.6
10278,S18_3232,42,152.41,7,1000,2,40,6401.22
10281,S18_3232,25,167.65,5,1001,3,40,4191.25
10287,S18_3232,36,162.57,5,1002,2,40,5852.52
10292,S18_3232,21,135.47,12,1003,1,40,2844.87
10301,S18_3232,23,174.42,9,1004,2,40,4011.66
10305,S18_3232,37,201.51,9,1005,2,40,7455.87
10310,S18_3232,48,186.27,3,1006,2,40,8940.96
10313,S18_3232,25,182.89,3,1007,2,40,4572.25
10321,S18_3232,33,172.73,11,1008,1,40,5700.09
10324,S18_3232,27,116.87,12,1009,1,40,3155.49
10331,S18_3232,27,154.47,11,1010,2,40,4170.69
10334,S18_3232,20,143.94,3,1011,2,40,2878.8
10342,S18_3232,30,167.65,4,1012,2,40,5029.5
10349,S18_3232,48,154.1,6,1013,2,40,7396.8
10358,S18_3232,32,93.49,12,1014,1,40,2991.68
10366,S18_3232,34,184.58,1,1015,2,40,6275.72
10370,S18_3232,27,56.85,9,1016,1,40,1534.95
10377,S18_3232,39,186.27,3,1017,1,40,7264.53
10383,S18_3232,47,146.15,6,1018,2,40,6869.05
10394,S18_3232,22,152.41,5,1019,2,40,3353.02
10405,S18_3232,55,150.71,1,1020,3,40,8289.05
10412,S18_3232,60,198.13,9,1021,2,40,11887.8
10419,S18_3232,35,169.34,6,1022,1,40,5926.9
10425,S18_3232,28,135.47,8,1023,2,40,3793.16
10105,S18_3259,38,113.95,13,1024,3,41,4330.1
10117,S18_3259,21,95.8,7,1025,2,41,2011.8
10128,S18_3259,41,117.98,4,1026,2,41,4837.18
10142,S18_3259,22,97.81,10,1027,3,41,2151.82
10153,S18_3259,29,88.74,9,1028,2,41,2573.46
10165,S18_3259,50,106.89,1,1029,3,41,5344.5
10177,S18_3259,29,105.88,11,1030,2,41,3070.52
10185,S18_3259,49,80.67,11,1031,2,41,3952.83
10196,S18_3259,35,101.85,3,1032,3,41,3564.75
10208,S18_3259,48,116.97,11,1033,3,41,5614.56
10221,S18_3259,23,80.67,5,1034,2,41,1855.41
10232,S18_3259,48,95.8,8,1035,2,41,4598.4
10248,S18_3259,42,121.01,14,1036,1,41,5082.42
10273,S18_3259,47,115.97,15,1037,2,41,5450.59
10282,S18_3259,36,115.97,3,1038,3,41,4174.92
10293,S18_3259,22,109.92,6,1039,3,41,2418.24
10306,S18_3259,40,91.76,11,1040,2,41,3670.4
10314,S18_3259,23,107.9,3,1041,3,41,2481.7
10326,S18_3259,32,118.99,6,1042,2,41,3807.68
10336,S18_3259,21,106.21,7,1043,1,41,2230.41
10350,S18_3259,41,93.04,2,1044,1,41,3814.64
10372,S18_3259,25,84.71,5,1045,2,41,2117.75
10383,S18_3259,26,128.48,12,1046,2,41,3340.48
10396,S18_3259,24,89.75,4,1047,2,41,2154.0
10414,S18_3259,48,121.01,14,1048,1,41,5808.48
10108,S18_3278,26,68.35,9,1049,2,42,1777.1
10122,S18_3278,21,73.17,13,1050,3,42,1536.57
10135,S18_3278,45,78.0,10,1051,3,42,3510.0
10147,S18_3278,36,86.04,10,1052,3,42,3097.44
10169,S18_3278,32,70.76,5,1053,2,42,2264.32
10181,S18_3278,30,82.82,17,1054,2,42,2484.6
10191,S18_3278,36,94.88,6,1055,2,42,3415.68
10203,S18_3278,33,86.04,11,1056,2,42,2839.32
10211,S18_3278,35,78.0,5,1057,2,42,2730.0
10225,S18_3278,37,95.69,12,1058,2,42,3540.53
10238,S18_3278,41,73.17,6,1059,2,42,2999.97
10252,S18_3278,20,76.39,2,1060,1,42,1527.8
10265,S18_3278,45,86.84,2,1061,2,42,3907.8
10276,S18_3278,38,69.96,6,1062,3,42,2658.48
10287,S18_3278,43,70.76,15,1063,2,42,3042.68
10300,S18_3278,49,78.8,8,1064,2,42,3861.2
10310,S18_3278,27,80.41,13,1065,2,42,2171.07
10319,S18_3278,46,73.98,1,1066,2,42,3403.08
10329,S18_3278,38,59.1,10,1067,2,42,2245.8
10342,S18_3278,25,66.74,5,1068,2,42,1668.5
10363,S18_3278,46,60.3,10,1069,1,42,2773.8
10378,S18_3278,22,112.0,4,1070,1,42,2464.0
10390,S18_3278,40,137.29,9,1071,2,42,5491.6
10103,S18_3320,46,104.17,16,1072,2,43,4791.82
10126,S18_3320,38,82.34,16,1073,3,43,3128.92
10139,S18_3320,30,103.18,5,1074,2,43,3095.4
10149,S18_3320,42,94.25,2,1075,2,43,3958.5
10163,S18_3320,43,116.08,6,1076,2,43,4991.44
10173,S18_3320,29,95.24,4,1077,2,43,2761.96
10182,S18_3320,33,86.31,1,1078,1,43,2848.23
10193,S18_3320,32,79.37,5,1079,2,43,2539.84
10206,S18_3320,28,87.3,11,1080,3,43,2444.4
10215,S18_3320,41,111.12,8,1081,2,43,4555.92
10227,S18_3320,33,111.12,1,1082,1,43,3666.96
10244,S18_3320,36,84.33,5,1083,2,43,3035.88
10257,S18_3320,26,89.29,5,1084,2,43,2321.54
10280,S18_3320,34,102.19,7,1085,3,43,3474.46
10290,S18_3320,26,96.23,2,1086,1,43,2501.98
10304,S18_3320,38,104.17,11,1087,3,43,3958.46
10312,S18_3320,33,107.15,8,1088,3,43,3535.95
10323,S18_3320,33,91.27,2,1089,2,43,3011.91
10347,S18_3320,26,102.19,12,1090,2,43,2656.94
10357,S18_3320,25,104.17,3,1091,2,43,2604.25
10369,S18_3320,45,73.08,4,1092,2,43,3288.6
10382,S18_3320,50,178.71,7,1093,2,43,8935.5
10392,S18_3320,36,112.11,1,1094,1,43,4035.96
10423,S18_3320,21,89.29,5,1095,1,43,1875.09
10108,S18_3482,29,139.64,8,1096,2,44,4049.56
10122,S18_3482,21,117.59,12,1097,3,44,2469.39
10135,S18_3482,42,129.35,9,1098,3,44,5432.7
10147,S18_3482,37,119.06,9,1099,3,44,4405.22
10169,S18_3482,36,123.47,4,1100,2,44,4444.92
10181,S18_3482,22,154.34,16,1101,2,44,3395.48
10191,S18_3482,23,148.46,5,1102,2,44,3414.58
10203,S18_3482,32,160.22,10,1103,2,44,5127.04
10211,S18_3482,28,133.76,4,1104,2,44,3745.28
10225,S18_3482,27,169.04,11,1105,2,44,4564.08
10238,S18_3482,49,133.76,5,1106,2,44,6554.24
10252,S18_3482,41,164.63,1,1107,1,44,6749.83
10265,S18_3482,49,171.98,1,1108,2,44,8427.02
10276,S18_3482,30,130.82,5,1109,3,44,3924.6
10287,S18_3482,40,169.04,14,1110,2,44,6761.6
10300,S18_3482,23,164.63,7,1111,2,44,3786.49
10310,S18_3482,49,127.88,12,1112,2,44,6266.12
10320,S18_3482,25,139.64,5,1113,2,44,3491.0
10330,S18_3482,37,119.06,3,1114,2,44,4405.22
10342,S18_3482,55,119.06,7,1115,2,44,6548.3
10355,S18_3482,23,138.17,7,1116,2,44,3177.91
10363,S18_3482,24,172.61,11,1117,1,44,4142.64
10378,S18_3482,43,96.49,10,1118,1,44,4149.07
10390,S18_3482,50,147.94,1,1119,2,44,7397.0
10109,S18_3685,47,132.8,2,1120,2,45,6241.6
10123,S18_3685,34,156.82,4,1121,2,45,5331.88
10137,S18_3685,31,165.3,4,1122,2,45,5124.3
10148,S18_3685,28,129.98,11,1123,1,45,3639.44
10161,S18_3685,36,154.0,10,1124,2,45,5544.0
10172,S18_3685,48,114.44,8,1125,2,45,5493.12
10181,S18_3685,39,148.34,4,1126,2,45,5785.26
10192,S18_3685,45,118.68,9,1127,2,45,5340.6
10204,S18_3685,35,163.88,15,1128,2,45,5735.8
10212,S18_3685,45,141.28,8,1129,2,45,6357.6
10226,S18_3685,46,159.65,6,1130,2,45,7343.9
10240,S18_3685,37,161.06,1,1131,2,45,5959.22
10253,S18_3685,31,129.98,3,1132,2,45,4029.38
10266,S18_3685,33,152.58,4,1133,3,45,5035.14
10278,S18_3685,31,132.8,4,1134,2,45,4116.8
10287,S18_3685,27,159.65,2,1135,2,45,4310.55
10301,S18_3685,39,165.3,6,1136,2,45,6446.7
10311,S18_3685,32,113.02,11,1137,1,45,3616.64
10321,S18_3685,28,151.17,8,1138,1,45,4232.76
10331,S18_3685,26,67.91,12,1139,2,45,1765.66
10343,S18_3685,44,84.88,2,1140,2,45,3734.72
10367,S18_3685,46,104.53,6,1141,1,45,4808.38
10379,S18_3685,32,70.83,4,1142,2,45,2266.56
10406,S18_3685,65,161.06,1,1143,3,45,10468.9
10419,S18_3685,43,129.98,3,1144,1,45,5589.14
10108,S18_3782,43,67.77,12,1145,2,46,2914.11
10122,S18_3782,35,49.74,16,1146,3,46,1740.9
10135,S18_3782,45,50.36,13,1147,3,46,2266.2
10146,S18_3782,47,67.14,2,1148,2,46,3155.58
10169,S18_3782,38,68.39,8,1149,2,46,2598.82
10180,S18_3782,21,50.36,3,1150,1,46,1057.56
10191,S18_3782,43,72.74,9,1151,2,46,3127.82
10211,S18_3782,46,54.09,8,1152,2,46,2488.14
10224,S18_3782,38,58.44,1,1153,2,46,2220.72
10237,S18_3782,26,52.22,1,1154,1,46,1357.72
10252,S18_3782,31,52.84,5,1155,1,46,1638.04
10264,S18_3782,48,54.71,3,1156,1,46,2626.08
10276,S18_3782,33,50.36,9,1157,3,46,1661.88
10286,S18_3782,38,57.2,1,1158,1,46,2173.6
10299,S18_3782,39,55.95,3,1159,1,46,2182.05
10310,S18_3782,42,67.14,16,1160,2,46,2819.88
10319,S18_3782,44,59.06,4,1161,2,46,2598.64
10330,S18_3782,29,69.63,2,1162,2,46,2019.27
10342,S18_3782,26,55.95,8,1163,2,46,1454.7
10355,S18_3782,31,53.47,1,1164,2,46,1657.57
10363,S18_3782,32,89.12,12,1165,1,46,2851.84
10378,S18_3782,28,164.63,9,1166,1,46,4609.64
10390,S18_3782,36,141.11,2,1167,2,46,5079.96
10403,S18_3782,36,52.22,1,1168,1,46,1879.92
10106,S18_3856,41,116.46,17,1169,2,47,4774.86
10119,S18_3856,27,99.52,8,1170,2,47,2687.04
10130,S18_3856,33,103.75,1,1171,2,47,3423.75
10143,S18_3856,34,101.64,12,1172,2,47,3455.76
10155,S18_3856,29,124.93,10,1173,2,47,3622.97
10167,S18_3856,34,105.87,6,1174,2,47,3599.58
10178,S18_3856,48,112.22,9,1175,2,47,5386.56
10186,S18_3856,46,106.93,6,1176,2,47,4918.78
10197,S18_3856,22,115.4,3,1177,2,47,2538.8
10222,S18_3856,45,85.75,9,1178,2,47,3858.75
10249,S18_3856,46,121.75,5,1179,2,47,5600.5
10262,S18_3856,34,120.69,14,1180,2,47,4103.46
10273,S18_3856,50,85.75,1,1181,2,47,4287.5
10283,S18_3856,46,125.99,3,1182,1,47,5795.54
10296,S18_3856,22,84.7,12,1183,2,47,1863.4
10307,S18_3856,48,86.81,6,1184,1,47,4166.88
10316,S18_3856,47,86.81,14,1185,2,47,4080.07
10328,S18_3856,34,112.22,6,1186,2,47,3815.48
10338,S18_3856,45,122.81,2,1187,2,47,5526.45
10351,S18_3856,20,168.73,2,1188,2,47,3374.6
10373,S18_3856,50,60.49,6,1189,2,47,3024.5
10386,S18_3856,22,57.55,6,1190,1,47,1266.1
10398,S18_3856,45,106.93,17,1191,2,47,4811.85
10400,S18_3856,58,125.99,6,1192,3,47,7307.42
10415,S18_3856,51,121.75,5,1193,2,47,6209.25
10104,S18_4027,38,140.75,3,1194,2,48,5348.5
10117,S18_4027,22,126.39,12,1195,2,48,2780.58
10127,S18_4027,25,137.88,5,1196,3,48,3447.0
10142,S18_4027,24,157.98,15,1197,3,48,3791.52
10152,S18_4027,35,129.26,1,1198,2,48,4524.1
10165,S18_4027,28,119.2,6,1199,3,48,3337.6
10176,S18_4027,36,153.67,5,1200,3,48,5532.12
10185,S18_4027,39,130.69,16,1201,2,48,5096.91
10196,S18_4027,27,168.04,8,1202,3,48,4537.08
10207,S18_4027,40,153.67,1,1203,2,48,6146.8
10220,S18_4027,50,165.16,5,1204,3,48,8258.0
10230,S18_4027,42,172.34,3,1205,3,48,7238.28
10247,S18_4027,48,140.75,5,1206,3,48,6756.0
10272,S18_4027,25,149.36,5,1207,2,48,3734.0
10282,S18_4027,31,150.8,8,1208,3,48,4674.8
10292,S18_4027,44,162.29,2,1209,1,48,7140.76
10306,S18_4027,23,156.55,16,1210,2,48,3600.65
10314,S18_4027,29,145.06,8,1211,3,48,4206.74
10324,S18_4027,49,109.79,13,1212,1,48,5379.71
10337,S18_4027,36,157.76,3,1213,1,48,5679.36
10349,S18_4027,34,129.26,5,1214,2,48,4394.84
10358,S18_4027,25,101.13,13,1215,1,48,2528.25
10372,S18_4027,48,146.49,6,1216,2,48,7031.52
10383,S18_4027,38,140.55,1,1217,2,48,5340.9
10394,S18_4027,37,172.34,1,1218,2,48,6376.58
10413,S18_4027,49,140.75,5,1219,3,48,6896.75
10100,S18_4409,22,86.51,4,1220,2,49,1903.22
10110,S18_4409,28,89.27,8,1221,2,49,2499.56
10124,S18_4409,36,85.59,7,1222,1,49,3081.24
10148,S18_4409,34,105.83,1,1223,1,49,3598.22
10173,S18_4409,21,75.46,14,1224,2,49,1584.66
10182,S18_4409,36,109.52,11,1225,1,49,3942.72
10193,S18_4409,24,97.55,15,1226,2,49,2341.2
10204,S18_4409,29,85.59,5,1227,2,49,2482.11
10213,S18_4409,38,94.79,1,1228,2,49,3602.02
10227,S18_4409,34,104.91,11,1229,1,49,3566.94
10241,S18_4409,42,90.19,3,1230,1,49,3787.98
10280,S18_4409,35,105.83,17,1231,3,49,3704.05
10288,S18_4409,35,80.99,6,1232,1,49,2834.65
10302,S18_4409,38,89.27,2,1233,3,49,3392.26
10311,S18_4409,41,81.91,1,1234,1,49,3358.31
10332,S18_4409,50,146.2,2,1235,2,49,7310.0
10344,S18_4409,21,104.91,4,1236,3,49,2203.11
10367,S18_4409,43,62.72,8,1237,1,49,2696.96
10380,S18_4409,32,105.52,1,1238,1,49,3376.64
10407,S18_4409,6,90.19,3,1239,3,49,541.14
10420,S18_4409,66,92.95,6,1240,2,49,6134.7
10105,S18_4522,41,82.5,10,1241,3,50,3382.5
10117,S18_4522,23,97.42,4,1242,2,50,2240.66
10128,S18_4522,43,92.16,1,1243,2,50,3962.88
10142,S18_4522,24,70.22,7,1244,3,50,1685.28
10153,S18_4522,22,83.38,6,1245,2,50,1834.36
10166,S18_4522,26,73.73,1,1246,2,50,1916.98
10177,S18_4522,35,74.6,8,1247,2,50,2611.0
10185,S18_4522,47,77.24,8,1248,2,50,3630.28
10197,S18_4522,50,101.81,14,1249,2,50,5090.5
10208,S18_4522,45,87.77,8,1250,3,50,3949.65
10221,S18_4522,39,89.53,2,1251,2,50,3491.67
10232,S18_4522,23,89.53,5,1252,2,50,2059.19
10248,S18_4522,42,75.48,11,1253,1,50,3170.16
10261,S18_4522,20,89.53,9,1254,2,50,1790.6
10273,S18_4522,33,71.09,12,1255,2,50,2345.97
10283,S18_4522,34,105.32,14,1256,1,50,3580.88
10293,S18_4522,49,100.94,3,1257,3,50,4946.06
10306,S18_4522,39,90.4,8,1258,2,50,3525.6
10315,S18_4522,36,100.06,7,1259,2,50,3602.16
10326,S18_4522,50,86.01,5,1260,2,50,4300.5
10337,S18_4522,29,155.11,2,1261,1,50,4498.19
10350,S18_4522,30,100.77,3,1262,1,50,3023.1
10372,S18_4522,41,86.89,7,1263,2,50,3562.49
10383,S18_4522,28,58.58,7,1264,2,50,1640.24
10396,S18_4522,45,105.32,5,1265,2,50,4739.4
10414,S18_4522,16,75.48,11,1266,1,50,1207.68
10103,S18_4600,36,117.45,5,1267,2,51,4228.2
10114,S18_4600,41,117.45,9,1268,2,51,4815.45
10126,S18_4600,50,141.66,5,1269,3,51,7083.0
10140,S18_4600,40,115.03,5,1270,3,51,4601.2
10150,S18_4600,49,131.98,2,1271,3,51,6467.02
10164,S18_4600,45,111.39,3,1272,2,51,5012.55
10175,S18_4600,47,108.97,10,1273,2,51,5121.59
10183,S18_4600,21,116.24,2,1274,2,51,2441.04
10194,S18_4600,32,133.19,5,1275,3,51,4262.08
10207,S18_4600,47,141.66,16,1276,2,51,6658.02
10217,S18_4600,38,118.66,5,1277,3,51,4509.08
10229,S18_4600,41,115.03,10,1278,2,51,4716.23
10245,S18_4600,21,113.82,3,1279,2,51,2390.22
10259,S18_4600,41,113.82,13,1280,2,51,4666.62
10270,S18_4600,38,141.66,3,1281,2,51,5383.08
10281,S18_4600,25,99.29,10,1282,3,51,2482.25
10291,S18_4600,48,110.18,5,1283,3,51,5288.64
10305,S18_4600,22,99.29,14,1284,2,51,2184.38
10313,S18_4600,28,102.92,8,1285,2,51,2881.76
10323,S18_4600,47,131.98,1,1286,2,51,6203.06
10334,S18_4600,49,138.03,4,1287,2,51,6763.47
10347,S18_4600,45,130.77,4,1288,2,51,5884.65
10357,S18_4600,28,127.13,2,1289,2,51,3559.64
10370,S18_4600,29,57.53,6,1290,1,51,1668.37
10382,S18_4600,39,125.4,1,1291,2,51,4890.6
10411,S18_4600,46,113.82,3,1292,2,51,5235.72
10425,S18_4600,38,113.82,13,1293,2,51,4325.16
10103,S18_4668,41,47.29,9,1294,2,52,1938.89
10113,S18_4668,50,49.81,3,1295,2,52,2490.5
10126,S18_4668,43,53.83,9,1296,3,52,2314.69
10140,S18_4668,29,43.27,9,1297,3,52,1254.83
10150,S18_4668,30,42.76,6,1298,3,52,1282.8
10164,S18_4668,25,53.83,7,1299,2,52,1345.75
10174,S18_4668,49,44.78,2,1300,3,52,2194.22
10183,S18_4668,40,49.3,6,1301,2,52,1972.0
10194,S18_4668,41,44.78,9,1302,3,52,1835.98
10206,S18_4668,21,53.33,4,1303,3,52,1119.93
10215,S18_4668,46,45.28,1,1304,2,52,2082.88
10229,S18_4668,39,40.25,14,1305,2,52,1569.75
10245,S18_4668,45,59.87,7,1306,2,52,2694.15
10258,S18_4668,21,59.87,4,1307,3,52,1257.27
10270,S18_4668,44,58.36,7,1308,2,52,2567.84
10281,S18_4668,44,59.87,14,1309,3,52,2634.28
10291,S18_4668,29,51.82,9,1310,3,52,1502.78
10304,S18_4668,34,49.3,4,1311,3,52,1676.2
10312,S18_4668,39,56.85,1,1312,3,52,2217.15
10324,S18_4668,38,179.79,6,1313,1,52,6832.02
10348,S18_4668,29,245.2,6,1314,1,52,7110.8
10358,S18_4668,30,176.76,8,1315,1,52,5302.8
10370,S18_4668,20,136.5,2,1316,1,52,2730.0
10382,S18_4668,39,200.7,2,1317,2,52,7827.3
10411,S18_4668,35,59.87,7,1318,2,52,2095.45
10424,S18_4668,26,59.87,4,1319,3,52,1556.62
10108,S18_4721,44,126.48,11,1320,2,53,5565.12
10122,S18_4721,28,127.97,15,1321,3,53,3583.16
10135,S18_4721,31,151.78,12,1322,3,53,4705.18
10146,S18_4721,29,153.26,1,1323,2,53,4444.54
10169,S18_4721,33,148.8,7,1324,2,53,4910.4
10180,S18_4721,44,126.48,2,1325,1,53,5565.12
10191,S18_4721,32,132.43,8,1326,2,53,4237.76
10211,S18_4721,41,138.38,7,1327,2,53,5673.58
10225,S18_4721,35,150.29,14,1328,2,53,5260.15
10238,S18_4721,44,144.34,8,1329,2,53,6350.96
10252,S18_4721,26,136.9,4,1330,1,53,3559.4
10264,S18_4721,20,120.53,2,1331,1,53,2410.6
10276,S18_4721,48,119.04,8,1332,3,53,5713.92
10287,S18_4721,34,126.48,17,1333,2,53,4300.32
10299,S18_4721,49,162.19,2,1334,1,53,7947.31
10310,S18_4721,40,133.92,15,1335,2,53,5356.8
10319,S18_4721,45,175.58,3,1336,2,53,7901.1
10330,S18_4721,50,122.02,4,1337,2,53,6101.0
10342,S18_4721,38,165.17,11,1338,2,53,6276.46
10355,S18_4721,25,168.14,2,1339,2,53,4203.5
10363,S18_4721,28,58.18,13,1340,1,53,1629.04
10378,S18_4721,49,67.14,8,1341,1,53,3289.86
10390,S18_4721,49,140.06,3,1342,2,53,6862.94
10110,S18_4933,42,61.29,9,1343,2,54,2574.18
10124,S18_4933,23,57.73,8,1344,1,54,1327.79
10148,S18_4933,29,81.25,2,1345,1,54,2356.25
10161,S18_4933,25,80.54,1,1346,2,54,2013.5
10173,S18_4933,39,71.98,15,1347,2,54,2807.22
10182,S18_4933,44,69.84,12,1348,1,54,3072.96
10193,S18_4933,25,76.26,16,1349,2,54,1906.5
10204,S18_4933,45,76.26,6,1350,2,54,3431.7
10213,S18_4933,25,83.39,2,1351,2,54,2084.75
10227,S18_4933,37,57.73,12,1352,1,54,2136.01
10241,S18_4933,30,66.99,4,1353,1,54,2009.7
10267,S18_4933,36,75.55,1,1354,1,54,2719.8
10279,S18_4933,26,60.58,1,1355,1,54,1575.08
10288,S18_4933,23,73.41,7,1356,1,54,1688.43
10302,S18_4933,23,72.7,3,1357,3,54,1672.1
10311,S18_4933,25,66.99,2,1358,1,54,1674.75
10332,S18_4933,21,165.38,3,1359,2,54,3472.98
10344,S18_4933,26,63.43,5,1360,3,54,1649.18
10367,S18_4933,44,85.25,9,1361,1,54,3751.0
10380,S18_4933,24,189.0,2,1362,1,54,4536.0
10407,S18_4933,66,66.99,4,1363,3,54,4421.34
10420,S18_4933,36,57.73,7,1364,2,54,2078.28
10110,S24_1046,36,85.25,13,1365,2,55,3069.0
10124,S24_1046,22,77.9,12,1366,1,55,1713.8
10148,S24_1046,25,60.26,6,1367,1,55,1506.5
10161,S24_1046,37,72.76,5,1368,2,55,2692.12
10172,S24_1046,32,75.69,3,1369,2,55,2422.08
10182,S24_1046,47,74.22,16,1370,1,55,3488.34
10192,S24_1046,37,69.82,4,1371,2,55,2583.34
10204,S24_1046,20,62.47,10,1372,2,55,1249.4
10212,S24_1046,41,82.31,3,1373,2,55,3374.71
10226,S24_1046,21,60.26,1,1374,2,55,1265.46
10241,S24_1046,22,76.43,8,1375,1,55,1681.46
10267,S24_1046,40,80.1,5,1376,1,55,3204.0
10279,S24_1046,32,74.96,5,1377,1,55,2398.72
10288,S24_1046,36,66.14,11,1378,1,55,2381.04
10301,S24_1046,27,72.02,1,1379,2,55,1944.54
10311,S24_1046,26,87.45,6,1380,1,55,2273.7
10321,S24_1046,30,70.55,3,1381,1,55,2116.5
10332,S24_1046,23,56.84,4,1382,2,55,1307.32
10344,S24_1046,29,59.53,7,1383,3,55,1726.37
10367,S24_1046,21,60.37,10,1384,1,55,1267.77
10380,S24_1046,34,101.23,3,1385,1,55,3441.82
10407,S24_1046,26,76.43,8,1386,3,55,1987.18
10420,S24_1046,60,64.67,11,1387,2,55,3880.2
10104,S24_1444,35,55.49,6,1388,2,56,1942.15
10115,S24_1444,47,69.36,2,1389,2,56,3259.92
10127,S24_1444,20,60.69,8,1390,3,56,1213.8
10141,S24_1444,20,54.33,2,1391,1,56,1086.6
10152,S24_1444,25,65.31,4,1392,2,56,1632.75
10165,S24_1444,25,69.36,9,1393,3,56,1734.0
10176,S24_1444,27,68.78,8,1394,3,56,1857.06
10184,S24_1444,31,60.11,3,1395,2,56,1863.41
10195,S24_1444,44,66.47,3,1396,2,56,2924.68
10207,S24_1444,49,46.82,4,1397,2,56,2294.18
10220,S24_1444,26,56.07,8,1398,3,56,1457.82
10230,S24_1444,36,54.33,6,1399,3,56,1955.88
10246,S24_1444,44,52.6,2,1400,2,56,2314.4
10259,S24_1444,28,46.82,1,1401,2,56,1310.96
10271,S24_1444,45,64.74,2,1402,2,56,2913.3
10282,S24_1444,29,46.82,11,1403,3,56,1357.78
10292,S24_1444,40,53.75,5,1404,1,56,2150.0
10305,S24_1444,45,61.85,2,1405,2,56,2783.25
10314,S24_1444,44,53.18,11,1406,3,56,2339.92
10324,S24_1444,25,69.16,14,1407,1,56,1729.0
10336,S24_1444,45,132.72,4,1408,1,56,5972.4
10349,S24_1444,48,47.4,4,1409,2,56,2275.2
10358,S24_1444,44,60.76,14,1410,1,56,2673.44
10371,S24_1444,25,97.27,12,1411,2,56,2431.75
10383,S24_1444,22,91.76,2,1412,2,56,2018.72
10394,S24_1444,31,50.29,2,1413,2,56,1558.99
10412,S24_1444,21,52.6,2,1414,2,56,1104.6
10425,S24_1444,55,46.82,1,1415,2,56,2575.1
10107,S24_1578,25,113.83,3,1416,1,57,2845.75
10120,S24_1578,35,98.05,1,1417,1,57,3431.75
10134,S24_1578,35,93.54,3,1418,2,57,3273.9
10145,S24_1578,43,95.8,7,1419,2,57,4119.4
10168,S24_1578,50,114.95,2,1420,2,57,5747.5
10180,S24_1578,48,111.57,10,1421,1,57,5355.36
10188,S24_1578,25,101.43,2,1422,2,57,2535.75
10211,S24_1578,25,90.16,15,1423,2,57,2254.0
10223,S24_1578,32,91.29,2,1424,2,57,2921.28
10237,S24_1578,20,114.95,8,1425,1,57,2299.0
10251,S24_1578,26,101.43,3,1426,2,57,2637.18
10263,S24_1578,42,102.56,3,1427,2,57,4307.52
10275,S24_1578,21,102.56,2,1428,2,57,2153.76
10285,S24_1578,34,109.32,7,1429,2,57,3716.88
10299,S24_1578,47,116.08,10,1430,1,57,5455.76
10309,S24_1578,21,126.22,6,1431,2,57,2650.62
10318,S24_1578,48,134.11,2,1432,2,57,6437.28
10329,S24_1578,30,87.78,7,1433,2,57,2633.4
10339,S24_1578,27,84.39,10,1434,1,57,2278.53
10362,S24_1578,50,96.92,2,1435,2,57,4846.0
10374,S24_1578,38,110.45,6,1436,2,57,4197.1
10389,S24_1578,45,102.17,1,1437,1,57,4597.65
10403,S24_1578,46,114.95,8,1438,1,57,5287.7
10417,S24_1578,35,101.43,3,1439,3,57,3550.05
10110,S24_1628,29,59.37,15,1440,2,58,1721.73
10123,S24_1628,50,59.87,1,1441,2,58,2993.5
10137,S24_1628,26,49.81,1,1442,2,58,1295.06
10148,S24_1628,47,56.85,8,1443,1,58,2671.95
10161,S24_1628,23,53.33,7,1444,2,58,1226.59
10172,S24_1628,34,42.76,5,1445,2,58,1453.84
10181,S24_1628,34,53.83,1,1446,2,58,1830.22
10192,S24_1628,47,53.83,6,1447,2,58,2530.01
10204,S24_1628,45,49.81,12,1448,2,58,2241.45
10212,S24_1628,45,53.33,5,1449,2,58,2399.85
10226,S24_1628,36,43.27,3,1450,2,58,1557.72
10241,S24_1628,21,40.25,10,1451,1,58,845.25
10266,S24_1628,28,48.3,1,1452,3,58,1352.4
10278,S24_1628,35,45.28,1,1453,2,58,1584.8
10288,S24_1628,50,52.32,13,1454,1,58,2616.0
10301,S24_1628,22,51.32,3,1455,2,58,1129.04
10311,S24_1628,45,49.3,8,1456,1,58,2218.5
10321,S24_1628,48,42.26,5,1457,1,58,2028.48
10332,S24_1628,20,87.96,5,1458,2,58,1759.2
10343,S24_1628,27,36.21,6,1459,2,58,977.67
10367,S24_1628,38,38.5,11,1460,1,58,1463.0
10379,S24_1628,32,124.08,3,1461,2,58,3970.56
10407,S24_1628,64,40.25,10,1462,3,58,2576.0
10420,S24_1628,37,60.37,13,1463,2,58,2233.69
10106,S24_1785,28,88.63,4,1464,2,59,2481.64
10120,S24_1785,39,119.27,10,1465,1,59,4651.53
10133,S24_1785,41,94.1,5,1466,2,59,3858.1
10145,S24_1785,40,87.54,16,1467,2,59,3501.6
10168,S24_1785,49,131.3,11,1468,2,59,6433.7
10210,S24_1785,27,98.48,9,1469,2,59,2658.96
10223,S24_1785,34,106.14,11,1470,2,59,3608.76
10235,S24_1785,23,96.29,5,1471,1,59,2214.67
